name,ALIGN,EYE,HAIR,SEX,Publisher
Darren Bentley (Earth-616),Bad Characters,,,Male Characters,Marvel
Jenna (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Kulan Gath (Earth-616),Bad Characters,,,Male Characters,Marvel
Patricia Starr (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Thulsa Doom (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Marvel
Linda Littletrees (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Agamotto (Earth-616),Neutral Characters,Variable Eyes,Variable Hair,Male Characters,Marvel
Harold Meachum (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Abner Little (Earth-616),,Blue Eyes,Black Hair,Male Characters,Marvel
Astra (Imperial Guard) (Earth-616),Neutral Characters,White Eyes,Red Hair,Female Characters,Marvel
Byron Calley (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Marvel
Hobgoblin (Imperial Guard) (Earth-616),Neutral Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Lance Hunter (Earth-616),Good Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Maria Carbonell (Earth-616),Neutral Characters,Brown Eyes,Grey Hair,Female Characters,Marvel
Rick Rojatt (Earth-616),Good Characters,,,Male Characters,Marvel
Scintilla (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Zanda (Earth-616),,Brown Eyes,Black Hair,Female Characters,Marvel
Denise Baranger (Earth-616),Bad Characters,Violet Eyes,Black Hair,Female Characters,Marvel
Josef Saint (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Amahl Farouk (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Ray Landers (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Flying Tiger (Earth-616),Bad Characters,,,Male Characters,Marvel
Victoria Star (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
James McDonald (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Luke Merriweather (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Eitri (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Francis Tork (Earth-616),Good Characters,,,Male Characters,Marvel
Tundra (Earth-616),Bad Characters,,,,Marvel
Ferdinand Lopez (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Abraham Kieros (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Bartholomew Jones (Earth-616),,Blue Eyes,Brown Hair,Male Characters,Marvel
Craig Saunders Jr. (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Marvel
Mick (son of Ruby) (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Stephen Beckley (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Dreamqueen (Earth-616),Bad Characters,Yellow Eyes,Green Hair,Female Characters,Marvel
Fantasia (Earth-616),,Red Eyes,No Hair,Female Characters,Marvel
Garthan Saal (Earth-616),Good Characters,White Eyes,Black Hair,Male Characters,Marvel
Mephista (Earth-616),Neutral Characters,Orange Eyes,Black Hair,Female Characters,Marvel
Victor Strange (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Meryet Karim (Earth-616),Neutral Characters,Yellow Eyes,Black Hair,Female Characters,Marvel
Prometheus (Pantheon) (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Albert (Earth-616),Neutral Characters,Red Eyes,Black Hair,Male Characters,Marvel
Ginger Beach (Earth-616),Good Characters,,Auburn Hair,Female Characters,Marvel
Infinity (Entity) (Earth-616),Neutral Characters,Red Eyes,,,Marvel
Nathan Taylor (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Edward Dyson (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Leona McBride (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Michael Jeffries (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Wolf (Quentin Carnival) (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Adam Destine (Earth-616),,,Blond Hair,Male Characters,Marvel
George Baker (Earth-616),Bad Characters,Red Eyes,Bald,Male Characters,Marvel
Izo (Earth-616),Good Characters,White Eyes,White Hair,Male Characters,Marvel
Thor Odinson (Heroes Reborn) (Earth-616),Good Characters,,,Male Characters,Marvel
Chesbro (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Edward McDonough (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Nahrees (Earth-616),,White Eyes,Black Hair,Female Characters,Marvel
Nakia (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Katherine Farrell (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Isaiah Bradley (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Lorelei Travis (Earth-616),Neutral Characters,Green Eyes,Pink Hair,Female Characters,Marvel
Praxagora (Earth-616),Good Characters,Blue Eyes,No Hair,Female Characters,Marvel
Profile (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Hui Lin (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
James Wa (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Li Hua (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Aleksandra Nikolaevna (Earth-616),Bad Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Alisande Morales (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Anti-Venom (Symbiote) (Earth-616),Good Characters,Red Eyes,No Hair,Agender Characters,Marvel
Screwball (Earth-616),Neutral Characters,Blue Eyes,Purple Hair,Female Characters,Marvel
Adam Brashear (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Annie (LMD) (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Marvel
George Tarleton (M.O.D.O.K. Superior) (Earth-616),Bad Characters,White Eyes,Bald,Male Characters,Marvel
Drusilla (Earth-616),Good Characters,Black Eyes,Black Hair,Female Characters,Marvel
Tamara Devoux (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Shogo Lee (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Zar (Earth-616),Good Characters,Black Eyes,Brown Hair,Male Characters,Marvel
Dynamic Man (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
John Steele (American Soldier) (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Della Mason (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Lance Temple (Texas Kid) (Earth-616),Good Characters,Blue Eyes,Orange Hair,Male Characters,Marvel
Fenris Wolf (Earth-616),Bad Characters,Red Eyes,Black Hair,Male Characters,Marvel
Norton McCoy (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Bast (Goddess) (Earth-616),Neutral Characters,Green Eyes,Black Hair,Female Characters,Marvel
Theodore Roberts (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Franz Cadavus (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Paul Destine (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Alex Nevsky (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Mindy McPherson (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
"Clark Savage, Jr. (Earth-616)",Good Characters,,Bronze Hair,Male Characters,Marvel
Dakimh (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
John D. Armbruster (Earth-616),Good Characters,,,Male Characters,Marvel
Dweller-in-Darkness (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Lloyd Bloch (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Yagzan (Earth-616),Bad Characters,Black Eyes,No Hair,Male Characters,Marvel
Alexandra Rasputina (Earth-616),Neutral Characters,Blue Eyes,Grey Hair,Female Characters,Marvel
Horus (Deity) (Earth-616),Neutral Characters,Brown Eyes,No Hair,Male Characters,Marvel
Krakoa (Earth-616),Neutral Characters,,No Hair,,Marvel
Nathaniel Alexander Byrd (Earth-616),Good Characters,,,Male Characters,Marvel
Norma Astrovik (Earth-616),Neutral Characters,,Brown Hair,Female Characters,Marvel
Werner Schmidt (Brain Drain) (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Aaron English (Earth-616),Good Characters,,Strawberry Blond Hair,Male Characters,Marvel
Aaron Salomon (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Barton Hamilton (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Kingo Sunen (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Nykonn (Earth-616),Bad Characters,,,,Marvel
Hoder Villison (Earth-616),Good Characters,White Eyes,White Hair,Male Characters,Marvel
Jackson Weele (Earth-616),,Brown Eyes,Grey Hair,Male Characters,Marvel
Jonathan Drew (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Alejandro Montoya (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Necromon (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Asmodeus (Demon) (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Male Characters,Marvel
Carter Blaire (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Hamilton Slade (Rider) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Agnar of Vanaheim (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Doug Thompson (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Gardner Monroe (Earth-616),Bad Characters,Grey Eyes,Black Hair,Male Characters,Marvel
Gayle Watson (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Plague (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Thomas Lennox (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Alton Vibereaux (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Manslaughter (Earth-616),Bad Characters,Blue Eyes,,Male Characters,Marvel
Keiv (Earth-616),,,Bald,Male Characters,Marvel
Mongoose (Earth-616),Bad Characters,Brown Eyes,Bald,Male Characters,Marvel
Robin Braxton (Earth-616),Neutral Characters,Green Eyes,Red Hair,Female Characters,Marvel
Mister Jip (Earth-616),Bad Characters,Red Eyes,White Hair,Male Characters,Marvel
Buck Cashman (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Eduardo Lobo (Earth-616),,Blue Eyes,Black Hair,Male Characters,Marvel
Takashi Matsuya (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Teresa Vasquez (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Albert Cleary (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Marvel
Bliss (Morlock) (Earth-616),Neutral Characters,,Bald,Female Characters,Marvel
Fin (Intruders) (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Samantha Joyce (Earth-616),,,Black Hair,Female Characters,Marvel
Gary Paretsky (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Neal Saroyan (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Cyttorak (Earth-616),Bad Characters,Variable Eyes,Variable Hair,Male Characters,Marvel
John Wraith (Earth-616),Neutral Characters,Brown Eyes,Bald,Male Characters,Marvel
Korath-Thak (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Marvel
Pilgrim (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Carl Denti (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
"Jacob Gavin, Jr. (Earth-616)",Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Malcolm Murphy (Earth-616),Neutral Characters,Green Eyes,Orange Hair,Male Characters,Marvel
Noah DuBois (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Mister Nacht (Earth-616),Bad Characters,,,Male Characters,Marvel
Kevin Tremain (Earth-616),Bad Characters,Red Eyes,Black Hair,Male Characters,Marvel
Gator (Earth-616),Good Characters,Yellow Eyeballs,No Hair,Male Characters,Marvel
Lord Tyger (Earth-616),Good Characters,,Orange Hair,Male Characters,Marvel
John Ryker (Earth-616),,Brown Eyes,Grey Hair,Male Characters,Marvel
Pixie (First Line) (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Davis Cameron (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Wild Sentinels (Earth-616),Bad Characters,,,,Marvel
Evangeline Whedon (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Kiden Nixon (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Ultimaton (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Gilberto Corazon (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Ismael Ortega (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Miguel Legar (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Ord (Breakworld) (Earth-616),Bad Characters,Red Eyes,Black Hair,Male Characters,Marvel
Patrick Mulligan (Earth-616),Good Characters,Green Eyes,Brown Hair,Male Characters,Marvel
Titannus (Earth-5012),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Angmo-Asan (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Demetrius Lazer (Earth-616),Bad Characters,Grey Eyes,Black Hair,Male Characters,Marvel
Kimura (Earth-616),,Green Eyes,Black Hair,Female Characters,Marvel
Crosta (Earth-616),Good Characters,Black Eyes,No Hair,Male Characters,Marvel
Janice Lincoln (Earth-616),Neutral Characters,Black Eyes,Black Hair,Female Characters,Marvel
Walter Macken (Earth-616),Good Characters,,,Male Characters,Marvel
Maximilian Frankenstein (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Lucky (Earth-616),Good Characters,Brown Eyes,,Male Characters,Marvel
Ex Nihilo (Earth-616),Good Characters,Green Eyes,Bald,Male Characters,Marvel
Scott Adsit (Earth-616),Good Characters,Black Eyes,Bald,Male Characters,Marvel
Leila Davis (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Earl Everett (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Valkin (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Peter Noble (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Pepper Burns (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Mary Mitchell (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Emilio Diaz (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Red Hawk (Cheyenne) (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Thunder (Texas Kid) (Earth-616),,,White Hair,Male Characters,Marvel
Lightning (Dog) (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Whirlwind (Horse) (Earth-616),Good Characters,,,Male Characters,Marvel
Elendil (Earth-616),,Red Eyes,Black Hair,,Marvel
Skuld (Earth-616),Good Characters,,,Female Characters,Marvel
Edna Andrews (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Francois Le Blanc (Earth-616),Bad Characters,,,Male Characters,Marvel
Humanoids (Leader) (Earth-616),Bad Characters,,,,Marvel
Lucifer (Quist) (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Maa-Gor (Earth-616),Bad Characters,,,Male Characters,Marvel
Dredmund Cromwell (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Volla (Earth-616),Good Characters,Silver Eyes,White Hair,Female Characters,Marvel
Raniero Drago (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Angelo Baldini (Earth-616),,,,Male Characters,Marvel
Eric Gruning (Earth-616),,,,Male Characters,Marvel
Gor-Tok (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Ivan Krushki (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Lemuel Dorcas (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Torgo (Mekkan) (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Noah Perricone (Earth-616),Bad Characters,Green Eyes,,Male Characters,Marvel
Ellen Brandt (Earth-616),Neutral Characters,,Brown Hair,Female Characters,Marvel
Gog (Tsiln) (Earth-616),Bad Characters,Yellow Eyes,Blond Hair,Male Characters,Marvel
Andrew Blodgett Mayfair (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Krista (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Snake Dance (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Candace Nelson (Earth-616),Good Characters,,,Female Characters,Marvel
Hugh Jones (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Katherine Reynolds (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Marvel
Ward Meachum (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Kray-Tor (Earth-616),,,No Hair,Male Characters,Marvel
Lisa Castle (Earth-616),Neutral Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Maria Castle (Earth-616),Neutral Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Mimir (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Osiris (Earth-616),Neutral Characters,,,Male Characters,Marvel
Tode (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Katherine Summers (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Rodney Kemp (Earth-616),Bad Characters,,,Male Characters,Marvel
Ross Horton (Earth-616),Bad Characters,,,Male Characters,Marvel
Uni-Mind (Earth-616),Good Characters,Yellow Eyes,No Hair,,Marvel
Helmut Gruler (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Hugh Howards (Earth-616),Good Characters,,,Male Characters,Marvel
Mister Chambers (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Jonathan Clark (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Doris Urich (Earth-616),,,Brown Hair,Female Characters,Marvel
Hellhounds (Earth-616),Bad Characters,,,,Marvel
Atum (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Bereet (Earth-616),,Red Eyes,No Hair,Female Characters,Marvel
Brendon Doyle (Earth-616),Bad Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Leonard Hebb (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Biotron II (Earth-616),Good Characters,,,,Marvel
Jester IV (Earth-616),Neutral Characters,,Green Hair,Male Characters,Marvel
Microtron II (Earth-616),,,,,Marvel
Candi (Earth-616),,,,Female Characters,Marvel
Kofi Whitemane (Earth-616),Good Characters,Pink Eyes,Black Hair,Male Characters,Marvel
Jalome Beacher (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Buck Chisholm (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Nenora (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Carlton Drake (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Matthew Plunder (Earth-616),Good Characters,Green Eyes,Blond Hair,Male Characters,Marvel
Eric Savin (Earth-616),,Blue Eyes,Black Hair,Male Characters,Marvel
