name,ALIGN,EYE,HAIR,SEX,Publisher
Mahapralaya (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Marista (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Oyakata (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Pyre (Damocles Foundation) (Earth-616),Bad Characters,,,Male Characters,Marvel
Rebecca Agee (Earth-616),,,,Female Characters,Marvel
Rocket-Launcher (Earth-616),Bad Characters,,,Male Characters,Marvel
Sai (Earth-616),,,Red Hair,Female Characters,Marvel
Simon Krieger (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Stanley Hathaway (Earth-616),Good Characters,,,Male Characters,Marvel
Stem (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Stranglehold (Damocles Foundation) (Earth-616),Bad Characters,,,Male Characters,Marvel
Tatjana Stiles (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Thomas Marles (Earth-616),,,Blond Hair,Male Characters,Marvel
Tia Senyaka (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Vittorio Silvani (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Willis Gottfried (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Windy (Earth-616),Bad Characters,,,Male Characters,Marvel
Yvette Diamonde (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Astarte (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Balthakk (Earth-616),Neutral Characters,No Eyes,No Hair,,Marvel
Billy Yuan (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Callie Yeager (Earth-616),,,Red Hair,Female Characters,Marvel
Ceranda (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Christina Carr (Earth-616),Bad Characters,Blue Eyes,Black Hair,Female Characters,Marvel
David Ferrari (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Dragonwing (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Duncan Vess (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Electryon (Earth-616),Bad Characters,,,Male Characters,Marvel
Fieldstone (Earth-616),Bad Characters,,,Male Characters,Marvel
Finn (Earth-616),Neutral Characters,Green Eyes,Green Hair,Male Characters,Marvel
Fizgig (Earth-616),Bad Characters,,,Female Characters,Marvel
Hoarfrost (Earth-616),Bad Characters,Blue Eyes,No Hair,Male Characters,Marvel
Hoopsnake (Brute Force) (Earth-616),Bad Characters,,,Male Characters,Marvel
Hunter Brawn (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Ingot (Earth-616),Bad Characters,,,Female Characters,Marvel
Integer (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Iron Maiden (Gene Nation) (Earth-616),Bad Characters,,Red Hair,Female Characters,Marvel
Jet-Black (Rising Sons) (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Jonathan Rickman (Earth-616),,Black Eyes,No Hair,Male Characters,Marvel
Judy Lumley (Earth-616),,,,Female Characters,Marvel
Krakkan (Earth-616),Neutral Characters,,,Male Characters,Marvel
Legault (Earth-616),Bad Characters,,,Male Characters,Marvel
Loblolly (Earth-616),Bad Characters,,,,Marvel
Lucas Guthrie (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Mariah Ellenthorpe (Earth-616),Bad Characters,,,Female Characters,Marvel
Mesmero (Skrull) (Earth-616),Bad Characters,,,Male Characters,Marvel
Mrok (Earth-616),,,,Male Characters,Marvel
Mrs. St. Croix (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Opsidian (Earth-616),Bad Characters,,,,Marvel
Otomo (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Owen Candler (Earth-616),Neutral Characters,Blue Eyes,White Hair,Male Characters,Marvel
Patriot (Silvereye) (Earth-616),,Blue Eyes,Bald,Male Characters,Marvel
Paulette Brazee (Earth-616),Good Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Randall Jefferson (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Randolph Conroy (Earth-616),,,Bald,Male Characters,Marvel
Reanimator (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Ronald Parady (Earth-616),,,Grey Hair,Male Characters,Marvel
Scarum (Earth-616),Bad Characters,,,Male Characters,Marvel
Shadowcaster (Earth-616),Bad Characters,,,Male Characters,Marvel
Sign (Earth-616),Bad Characters,,,Male Characters,Marvel
Tough Love (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Union (Dark Gods) (Earth-616),Bad Characters,Red Eyes,No Hair,,Marvel
Vampiro (Larcenous Three) (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Watchfire (Earth-616),Bad Characters,,,Male Characters,Marvel
Aentaros (Earth-616),,,,Male Characters,Marvel
Agent Green (Earth-616),Good Characters,,,Female Characters,Marvel
Agent Orange (Earth-616),Good Characters,,,Female Characters,Marvel
Agent Red (Earth-616),Good Characters,,,Male Characters,Marvel
"Alton Osborn, Sr. (Earth-616)",,,,Male Characters,Marvel
Arthur DeLacourte (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Baldar (Galadorian) (Earth-616),,,Grey Hair,Male Characters,Marvel
Bannerman Black (Earth-616),Good Characters,,,Male Characters,Marvel
Bannerman Blue (Earth-616),Good Characters,,,Male Characters,Marvel
Bannerman White (Earth-616),Good Characters,,,Male Characters,Marvel
Blanca del Hierro (Earth-616),,,Black Hair,Female Characters,Marvel
Brian Leighton (Earth-616),Neutral Characters,,,Male Characters,Marvel
Claude Potier (Earth-616),Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,Marvel
Cluster (Earth-616),,Red Eyes,No Hair,Male Characters,Marvel
Cornelius Shaw (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Cyanide Jane (Earth-616),Good Characters,Blue Eyes,White Hair,Female Characters,Marvel
Dirty Wolff (Earth-616),,Grey Eyes,Black Hair,Male Characters,Marvel
E.B. Farrell (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Emma (Cyborg) (Earth-616),Neutral Characters,Black Eyes,Red Hair,Female Characters,Marvel
Esau Shaw (Earth-616),,,,Male Characters,Marvel
Flatiron (Russell) (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Gareth Thomas (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Gerald Simms (Earth-616),Good Characters,,,Male Characters,Marvel
Goth (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Gunnar (SHE) (Earth-616),Good Characters,,,Male Characters,Marvel
Henry Sleeman (Earth-616),Bad Characters,,,Male Characters,Marvel
Ikarys (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
John Skulinowski (Earth-616),Good Characters,,,Male Characters,Marvel
Jonathan Somers (Earth-616),,,Black Hair,Male Characters,Marvel
Junction (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Katyusha (Anya) (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Khafre (Earth-616),,,,Male Characters,Marvel
Luke Garrow (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Mako (First Line) (Earth-616),Good Characters,Black Eyes,Black Hair,Female Characters,Marvel
Marcel Deflandre (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Mick Patterson (Earth-616),,,,Male Characters,Marvel
Monmouth (Inner Guard) (Earth-616),,,No Hair,,Marvel
Ms Fortune (Earth-616),Bad Characters,,,Female Characters,Marvel
Nelson Frank (Earth-616),,Blue Eyes,Black Hair,Male Characters,Marvel
Noah Baxter (Earth-616),,,Grey Hair,Male Characters,Marvel
Oracle (SHE) (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Ransome Sole (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Rapunzel (Earth-616),Good Characters,Brown Eyes,Red Hair,Female Characters,Marvel
Scythe (Lost Generation) (Earth-616),Bad Characters,,,Male Characters,Marvel
Tabitha Gance (Earth-616),Bad Characters,Red Eyes,Blond Hair,Female Characters,Marvel
Talo (Galadorian) (Earth-616),Good Characters,,,Male Characters,Marvel
Tartarus (Neo) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Theoren Marceaux (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Victoria Donnely (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Visalia (Earth-616),Good Characters,Green Eyes,Blond Hair,Female Characters,Marvel
Wallace Worthington (Earth-616),Good Characters,,,Male Characters,Marvel
Wanderer (Mutant) (Earth-616),,,Purple Hair,Female Characters,Marvel
Watchtower (Earth-616),,,Bald,Male Characters,Marvel
Allison Lange (Earth-616),,,Blond Hair,Female Characters,Marvel
Aryan (Earth-616),Bad Characters,Blue Eyes,No Hair,Male Characters,Marvel
Caleb Jackson (Earth-616),,,,Male Characters,Marvel
Carla (Tunnel Dwellers) (Earth-616),Good Characters,,,Female Characters,Marvel
Crimson Dynamo VII (Earth-616),Bad Characters,,,,Marvel
Diego Ardilles (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Donald Trask III (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Examiner (Earth-616),,,White Hair,Male Characters,Marvel
Fiona Dunn (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Harrison Stavrou (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Harvester (Earth-616),Bad Characters,Variable Eyes,No Hair,Male Characters,Marvel
Jack Abbott (Earth-616),Bad Characters,Brown Eyes,Bald,Male Characters,Marvel
Jared Carstairs (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
"John Howlett, Jr. (Earth-616)",,Blue Eyes,Brown Hair,Male Characters,Marvel
Kali Vries (Earth-616),Good Characters,,Auburn Hair,Female Characters,Marvel
Madame Drache (Earth-616),Neutral Characters,,,Female Characters,Marvel
Mammoth (Imperial Guard) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Michael Dorie (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Miles Warbeck (Earth-616),,,Brown Hair,Male Characters,Marvel
Mister Kenneth (Earth-616),Neutral Characters,,,Male Characters,Marvel
Nancy (Mutant) (Earth-616),,Black Eyes,Brown Hair,Female Characters,Marvel
Oswald (Brotherhood) (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Papa Hagg (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Sigismund Bismarck (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Ugly John (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Viktor Smerdilovisc (Earth-616),Bad Characters,,,Male Characters,Marvel
Abel (Earth-616),,,Bald,Male Characters,Marvel
Alex (Telepath) (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Anzehlika Medvedev (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Armour (Thanosi) (Earth-616),Bad Characters,,,Male Characters,Marvel
Ashton Wither (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Avery Connor (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Benjamin Pancake (Earth-616),Bad Characters,,,Male Characters,Marvel
Billy (Origin) (Earth-616),,,,Male Characters,Marvel
Blimp (Earth-616),Neutral Characters,White Eyes,Bald,Male Characters,Marvel
Brooke Douglas (Earth-616),Good Characters,,,Female Characters,Marvel
Cain (Abel) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Chin Hsi (Earth-616),Good Characters,,,Male Characters,Marvel
Deuteronomy (Earth-616),Bad Characters,,No Hair,,Marvel
Dick (FBI Agent) (Earth-616),Good Characters,,,Male Characters,Marvel
Fader (Earth-616),Neutral Characters,,,,Marvel
Falzone (Earth-616),,,Brown Hair,Male Characters,Marvel
Faysal Al-Tariq (Earth-616),Bad Characters,,,Male Characters,Marvel
Ggorgstog (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Hong Lianje (Earth-616),Good Characters,,,Male Characters,Marvel
Imdugud (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Iprah (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Isley (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
James Hutchinson (Earth-616),Neutral Characters,Yellow Eyes,,Male Characters,Marvel
Jane Jones (Earth-616),Neutral Characters,Green Eyes,Red Hair,Female Characters,Marvel
John Joseph Maguire (Earth-616),Neutral Characters,,Auburn Hair,Male Characters,Marvel
John Watkins Jr. (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Maksim Golitsyn (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Mr. Davis (FBI) (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Mystic (Earth-616),Bad Characters,,,Male Characters,Marvel
Peter (Mutant) (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Robert Zepheniah (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Russell (FBI Agent) (Earth-616),Good Characters,,,Male Characters,Marvel
Sherry (Earth-616),,,Red Hair,Female Characters,Marvel
Spence Williams (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Splatter Gomorrah (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Suzi Pazuzu (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Tischenko (Earth-616),Bad Characters,Brown Eyes,White Hair,Male Characters,Marvel
Virus (Corman) (Earth-616),Bad Characters,,,Male Characters,Marvel
Waldo Dini (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Warrior (Thanosi) (Earth-616),Bad Characters,,,Male Characters,Marvel
Zona Cluster-6 (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Ali Al-Zubaidi (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Belinda Mathius (Earth-616),Bad Characters,,,Female Characters,Marvel
Billy Taylor (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Bubble (Mutant) (Earth-616),Good Characters,,,Male Characters,Marvel
Christian Wagner (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Christopher Alleyne (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Dallas Huxley (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Dante Ortega (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Darick Gallhager (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Davis (Mutant) (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Doctorangutan (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Dorothy Alleyne (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Elizabeth Nixon (Earth-616),Neutral Characters,Blue Eyes,,Female Characters,Marvel
G\u00fcnter Gross (Earth-616),Bad Characters,Red Eyes,Bald,Male Characters,Marvel
Haokah (Earth-616),,White Eyes,Brown Hair,Male Characters,Marvel
Hunab-Ku (Earth-616),,Black Eyes,Black Hair,Male Characters,Marvel
Jack Freestone (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Jack Harvey (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Jefferson Jamison (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Jo (Mutant) (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Jonas Keller (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Kara (Earth-616),Neutral Characters,Green Eyes,Brown Hair,Female Characters,Marvel
Lazarus (Domino brother) (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Makiko Morioka (Earth-616),,Blue Eyes,,Female Characters,Marvel
Miranda Mantega (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Mr. Canfield (Earth-616),Good Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Mrs. Canfield (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Nallo (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Oliver Ryland (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Oscar (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Peppermint Candey (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Preston Allen (Earth-616),Bad Characters,White Eyes,Blue Hair,Male Characters,Marvel
Wendy Taylor (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Zach Halliwell (Earth-616),Good Characters,Red Eyes,Brown Hair,Male Characters,Marvel
Aguinaga (Earth-616),Good Characters,,,Male Characters,Marvel
Anthony Bronson (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Arturo Falcone (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Aurelie Sabayon (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Black Knight (Servant) (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Carl (Mutant) (Earth-616),Neutral Characters,,White Hair,Male Characters,Marvel
Dana Hutton (Earth-616),Neutral Characters,Black Eyes,Blond Hair,Female Characters,Marvel
Don Parisi (Earth-616),Neutral Characters,,,Male Characters,Marvel
Gerard Cooper (Earth-616),Good Characters,,Bald,Male Characters,Marvel
Grace Foley (Earth-616),Neutral Characters,,Strawberry Blond Hair,Female Characters,Marvel
Gunther Herschein (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Howard Foley (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Jack White (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Jade Parisi (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Jerry Halliwell (Earth-616),Good Characters,,,Male Characters,Marvel
Killshot (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Laurent Levessaur (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Matt Falcone (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Mr. Borkowski (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Mrs. Borkowski (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Mrs. Caban (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Musclehead (Earth-616),Bad Characters,,Green Hair,Male Characters,Marvel
Owen (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Paradise (Earth-616),Bad Characters,,Red Hair,Female Characters,Marvel
Patrick Nesbitt (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Pedro de Noli (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Posterboy (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Primo Falcone (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Purge (The Arena) (Earth-616),Bad Characters,,,Male Characters,Marvel
Rattatosk (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Robin Wise (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Rosalinda Aguilar (Earth-616),,,,Female Characters,Marvel
Sam Klein (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Shaun Kennedy (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Silkworm (The Arena) (Earth-616),,,,Female Characters,Marvel
Simon Sanderson (Earth-616),,,Grey Hair,Male Characters,Marvel
Spencer Bronson (Earth-616),Bad Characters,Multiple Eyes,,Male Characters,Marvel
